id,provider,category,purpose,service,display_name,url,service_status,aliases
aws-aws-secrets-manager,AWS,"9. Security, Identity & Compliance",Secrets management,AWS Secrets Manager,AWS Secrets Manager,https://docs.aws.amazon.com/aws-secrets-manager/,active,
google-cloud-secret-manager,Google Cloud,"9. Security, Identity & Compliance",Secrets management,Secret Manager,Secret Manager,https://cloud.google.com/secret-manager/docs,active,
azure-azure-key-vault,Azure,"9. Security, Identity & Compliance",Secrets management,Azure Key Vault,Azure Key Vault,https://learn.microsoft.com/en-us/azure/azure-key-vault/,active,
aws-aws-kms,AWS,"9. Security, Identity & Compliance",Key management & encryption,AWS KMS,AWS KMS,https://docs.aws.amazon.com/aws-kms/,active,
aws-aws-cloudhsm,AWS,"9. Security, Identity & Compliance",Key management & encryption,AWS CloudHSM,AWS CloudHSM,https://docs.aws.amazon.com/aws-cloudhsm/,active,
google-cloud-cloud-kms,Google Cloud,"9. Security, Identity & Compliance",Key management & encryption,Cloud KMS,Cloud KMS,https://cloud.google.com/cloud-kms/docs,active,
google-cloud-cloud-hsm,Google Cloud,"9. Security, Identity & Compliance",Key management & encryption,Cloud HSM,Cloud HSM,https://cloud.google.com/cloud-hsm/docs,active,
azure-managed-hsm,Azure,"9. Security, Identity & Compliance",Key management & encryption,Managed HSM,Managed HSM,https://learn.microsoft.com/en-us/azure/managed-hsm/,active,
azure-integrated-hsm,Azure,"9. Security, Identity & Compliance",Key management & encryption,Integrated HSM,Integrated HSM,https://learn.microsoft.com/en-us/azure/integrated-hsm/,active,
aws-amazon-guardduty,AWS,"9. Security, Identity & Compliance",Threat detection & monitoring,Amazon GuardDuty,Amazon GuardDuty,https://docs.aws.amazon.com/amazon-guardduty/,active,
google-cloud-security-command-center,Google Cloud,"9. Security, Identity & Compliance",Threat detection & monitoring,Security Command Center,Security Command Center,https://cloud.google.com/security-command-center/docs,active,
azure-microsoft-defender-for-cloud,Azure,"9. Security, Identity & Compliance",Threat detection & monitoring,Microsoft Defender for Cloud,Microsoft Defender for Cloud,https://learn.microsoft.com/en-us/azure/microsoft-defender-for-cloud/,active,
aws-aws-security-hub,AWS,"9. Security, Identity & Compliance",Cloud security posture management,AWS Security Hub,AWS Security Hub,https://docs.aws.amazon.com/aws-security-hub/,active,
google-cloud-security-command-center-premium,Google Cloud,"9. Security, Identity & Compliance",Cloud security posture management,Security Command Center Premium,Security Command Center Premium,https://cloud.google.com/security-command-center-premium/docs,active,
azure-microsoft-defender-for-cloud,Azure,"9. Security, Identity & Compliance",Cloud security posture management,Microsoft Defender for Cloud (CSPM),Microsoft Defender for Cloud (CSPM),https://learn.microsoft.com/en-us/azure/microsoft-defender-for-cloud/,active,
aws-aws-audit-manager,AWS,"9. Security, Identity & Compliance",Compliance auditing & reports,AWS Audit Manager,AWS Audit Manager,https://docs.aws.amazon.com/aws-audit-manager/,active,
aws-aws-artifact,AWS,"9. Security, Identity & Compliance",Compliance auditing & reports,AWS Artifact,AWS Artifact,https://docs.aws.amazon.com/aws-artifact/,active,
google-cloud-compliance-reports-manager,Google Cloud,"9. Security, Identity & Compliance",Compliance auditing & reports,Compliance Reports Manager,Compliance Reports Manager,https://cloud.google.com/compliance-reports-manager/docs,active,
azure-microsoft-purview-compliance-manager,Azure,"9. Security, Identity & Compliance",Compliance auditing & reports,Microsoft Purview Compliance Manager,Microsoft Purview Compliance Manager,https://learn.microsoft.com/en-us/azure/microsoft-purview-compliance-manager/,active,
aws-aws-certificate-manager,AWS,"9. Security, Identity & Compliance",SSL/TLS certificate management,AWS Certificate Manager (ACM),AWS Certificate Manager (ACM),https://docs.aws.amazon.com/aws-certificate-manager/,active,
google-cloud-certificate-authority-service,Google Cloud,"9. Security, Identity & Compliance",SSL/TLS certificate management,Certificate Authority Service,Certificate Authority Service,https://cloud.google.com/certificate-authority-service/docs,active,
azure-azure-app-service-certificates,Azure,"9. Security, Identity & Compliance",SSL/TLS certificate management,Azure App Service Certificates,Azure App Service Certificates,https://learn.microsoft.com/en-us/azure/azure-app-service-certificates/,active,
azure-key-vault,Azure,"9. Security, Identity & Compliance",SSL/TLS certificate management,Key Vault,Key Vault,https://learn.microsoft.com/en-us/azure/key-vault/,active,
aws-aws-network-firewall,AWS,"9. Security, Identity & Compliance",Network firewall & protection,AWS Network Firewall,AWS Network Firewall,https://docs.aws.amazon.com/aws-network-firewall/,active,
aws-aws-shield,AWS,"9. Security, Identity & Compliance",Network firewall & protection,AWS Shield,AWS Shield,https://docs.aws.amazon.com/aws-shield/,active,
google-cloud-cloud-armor,Google Cloud,"9. Security, Identity & Compliance",Network firewall & protection,Cloud Armor,Cloud Armor,https://cloud.google.com/cloud-armor/docs,active,
google-cloud-cloud-firewall,Google Cloud,"9. Security, Identity & Compliance",Network firewall & protection,Cloud Firewall,Cloud Firewall,https://cloud.google.com/cloud-firewall/docs,active,
azure-azure-firewall,Azure,"9. Security, Identity & Compliance",Network firewall & protection,Azure Firewall,Azure Firewall,https://learn.microsoft.com/en-us/azure/azure-firewall/,active,
azure-azure-ddos-protection,Azure,"9. Security, Identity & Compliance",Network firewall & protection,Azure DDoS Protection,Azure DDoS Protection,https://learn.microsoft.com/en-us/azure/azure-ddos-protection/,active,
aws-aws-nitro-enclaves,AWS,"9. Security, Identity & Compliance",Confidential computing,AWS Nitro Enclaves,AWS Nitro Enclaves,https://docs.aws.amazon.com/aws-nitro-enclaves/,active,
google-cloud-confidential-vms,Google Cloud,"9. Security, Identity & Compliance",Confidential computing,Confidential VMs,Confidential VMs,https://cloud.google.com/confidential-vms/docs,active,
azure-azure-confidential-computing,Azure,"9. Security, Identity & Compliance",Confidential computing,Azure Confidential Computing,Azure Confidential Computing,https://learn.microsoft.com/en-us/azure/azure-confidential-computing/,active,
aws-amazon-cloudwatch,AWS,"10. Management, Monitoring & Governance",Metric collection & monitoring,Amazon CloudWatch,Amazon CloudWatch,https://docs.aws.amazon.com/amazon-cloudwatch/,active,
google-cloud-cloud-monitoring,Google Cloud,"10. Management, Monitoring & Governance",Metric collection & monitoring,Cloud Monitoring,Cloud Monitoring,https://cloud.google.com/cloud-monitoring/docs,active,
azure-azure-monitor,Azure,"10. Management, Monitoring & Governance",Metric collection & monitoring,Azure Monitor,Azure Monitor,https://learn.microsoft.com/en-us/azure/azure-monitor/,active,
aws-amazon-cloudwatch-logs,AWS,"10. Management, Monitoring & Governance",Centralized log analytics,Amazon CloudWatch Logs,Amazon CloudWatch Logs,https://docs.aws.amazon.com/amazon-cloudwatch-logs/,active,
google-cloud-cloud-logging,Google Cloud,"10. Management, Monitoring & Governance",Centralized log analytics,Cloud Logging,Cloud Logging,https://cloud.google.com/cloud-logging/docs,active,
azure-azure-monitor-logs,Azure,"10. Management, Monitoring & Governance",Centralized log analytics,Azure Monitor Logs (Log Analytics),Azure Monitor Logs (Log Analytics),https://learn.microsoft.com/en-us/azure/azure-monitor-logs/,active,
aws-aws-x-ray,AWS,"10. Management, Monitoring & Governance",Distributed tracing,AWS X-Ray,AWS X-Ray,https://docs.aws.amazon.com/aws-x-ray/,active,
google-cloud-cloud-trace,Google Cloud,"10. Management, Monitoring & Governance",Distributed tracing,Cloud Trace,Cloud Trace,https://cloud.google.com/cloud-trace/docs,active,
azure-application-insights,Azure,"10. Management, Monitoring & Governance",Distributed tracing,Application Insights,Application Insights,https://learn.microsoft.com/en-us/azure/application-insights/,active,
aws-aws-cloudformation,AWS,"10. Management, Monitoring & Governance",Infrastructure-as-Code (IaC),AWS CloudFormation,AWS CloudFormation,https://docs.aws.amazon.com/aws-cloudformation/,active,
aws-aws-cdk,AWS,"10. Management, Monitoring & Governance",Infrastructure-as-Code (IaC),AWS CDK,AWS CDK,https://docs.aws.amazon.com/aws-cdk/,active,
google-cloud-infrastructure-manager,Google Cloud,"10. Management, Monitoring & Governance",Infrastructure-as-Code (IaC),Infrastructure Manager (Infra Manager),Infrastructure Manager (Infra Manager),https://cloud.google.com/infrastructure-manager/docs,active,
azure-azure-resource-manager,Azure,"10. Management, Monitoring & Governance",Infrastructure-as-Code (IaC),Azure Resource Manager (ARM),Azure Resource Manager (ARM),https://learn.microsoft.com/en-us/azure/azure-resource-manager/,active,
azure-bicep,Azure,"10. Management, Monitoring & Governance",Infrastructure-as-Code (IaC),Bicep,Bicep,https://learn.microsoft.com/en-us/azure/bicep/,active,
aws-aws-cost-explorer,AWS,"10. Management, Monitoring & Governance",Cost management & budgets,AWS Cost Explorer,AWS Cost Explorer,https://docs.aws.amazon.com/aws-cost-explorer/,active,
aws-aws-budgets,AWS,"10. Management, Monitoring & Governance",Cost management & budgets,AWS Budgets,AWS Budgets,https://docs.aws.amazon.com/aws-budgets/,active,
google-cloud-cloud-billing-reports,Google Cloud,"10. Management, Monitoring & Governance",Cost management & budgets,Cloud Billing Reports,Cloud Billing Reports,https://cloud.google.com/cloud-billing-reports/docs,active,
azure-microsoft-cost-management,Azure,"10. Management, Monitoring & Governance",Cost management & budgets,Microsoft Cost Management,Microsoft Cost Management,https://learn.microsoft.com/en-us/azure/microsoft-cost-management/,active,
azure-billing,Azure,"10. Management, Monitoring & Governance",Cost management & budgets,Billing,Billing,https://learn.microsoft.com/en-us/azure/billing/,active,
aws-aws-organizations,AWS,"10. Management, Monitoring & Governance",Multi-account governance & policies,AWS Organizations,AWS Organizations,https://docs.aws.amazon.com/aws-organizations/,active,
aws-aws-control-tower,AWS,"10. Management, Monitoring & Governance",Multi-account governance & policies,AWS Control Tower,AWS Control Tower,https://docs.aws.amazon.com/aws-control-tower/,active,
aws-scps,AWS,"10. Management, Monitoring & Governance",Multi-account governance & policies,SCPs,SCPs,https://docs.aws.amazon.com/scps/,active,
google-cloud-organization-policy-service,Google Cloud,"10. Management, Monitoring & Governance",Multi-account governance & policies,Organization Policy Service,Organization Policy Service,https://cloud.google.com/organization-policy-service/docs,active,
google-cloud-resource-manager,Google Cloud,"10. Management, Monitoring & Governance",Multi-account governance & policies,Resource Manager,Resource Manager,https://cloud.google.com/resource-manager/docs,active,
azure-azure-management-groups,Azure,"10. Management, Monitoring & Governance",Multi-account governance & policies,Azure Management Groups,Azure Management Groups,https://learn.microsoft.com/en-us/azure/azure-management-groups/,active,
azure-azure-policy,Azure,"10. Management, Monitoring & Governance",Multi-account governance & policies,Azure Policy,Azure Policy,https://learn.microsoft.com/en-us/azure/azure-policy/,active,
aws-aws-config,AWS,"10. Management, Monitoring & Governance",Resource inventory & compliance,AWS Config,AWS Config,https://docs.aws.amazon.com/aws-config/,active,
google-cloud-cloud-asset-inventory,Google Cloud,"10. Management, Monitoring & Governance",Resource inventory & compliance,Cloud Asset Inventory,Cloud Asset Inventory,https://cloud.google.com/cloud-asset-inventory/docs,active,
azure-azure-resource-graph,Azure,"10. Management, Monitoring & Governance",Resource inventory & compliance,Azure Resource Graph,Azure Resource Graph,https://learn.microsoft.com/en-us/azure/azure-resource-graph/,active,
aws-aws-well-architected-tool,AWS,"10. Management, Monitoring & Governance",Architecture advisory & best practices,AWS Well-Architected Tool,AWS Well-Architected Tool,https://docs.aws.amazon.com/aws-well-architected-tool/,active,
aws-trusted-advisor,AWS,"10. Management, Monitoring & Governance",Architecture advisory & best practices,Trusted Advisor,Trusted Advisor,https://docs.aws.amazon.com/trusted-advisor/,active,
google-cloud-architecture-framework,Google Cloud,"10. Management, Monitoring & Governance",Architecture advisory & best practices,Architecture Framework,Architecture Framework,https://cloud.google.com/architecture-framework/docs,active,
google-cloud-cloud-recommender,Google Cloud,"10. Management, Monitoring & Governance",Architecture advisory & best practices,Cloud Recommender,Cloud Recommender,https://cloud.google.com/cloud-recommender/docs,active,
azure-azure-advisor,Azure,"10. Management, Monitoring & Governance",Architecture advisory & best practices,Azure Advisor,Azure Advisor,https://learn.microsoft.com/en-us/azure/azure-advisor/,active,
aws-aws-codecommit,AWS,11. Developer Tools & DevOps,Source code repository,AWS CodeCommit,AWS CodeCommit,https://docs.aws.amazon.com/aws-codecommit/,deprecated,
google-cloud-cloud-source-repositories,Google Cloud,11. Developer Tools & DevOps,Source code repository,Cloud Source Repositories,Cloud Source Repositories,https://cloud.google.com/cloud-source-repositories/docs,active,
azure-azure-repos,Azure,11. Developer Tools & DevOps,Source code repository,Azure Repos,Azure Repos,https://learn.microsoft.com/en-us/azure/azure-repos/,active,
azure-github,Azure,11. Developer Tools & DevOps,Source code repository,GitHub,GitHub,https://learn.microsoft.com/en-us/azure/github/,active,
aws-aws-codebuild,AWS,11. Developer Tools & DevOps,Continuous integration & build,AWS CodeBuild,AWS CodeBuild,https://docs.aws.amazon.com/aws-codebuild/,active,
google-cloud-cloud-build,Google Cloud,11. Developer Tools & DevOps,Continuous integration & build,Cloud Build,Cloud Build,https://cloud.google.com/cloud-build/docs,active,
azure-azure-pipelines,Azure,11. Developer Tools & DevOps,Continuous integration & build,Azure Pipelines,Azure Pipelines,https://learn.microsoft.com/en-us/azure/azure-pipelines/,active,
azure-github-actions,Azure,11. Developer Tools & DevOps,Continuous integration & build,GitHub Actions,GitHub Actions,https://learn.microsoft.com/en-us/azure/github-actions/,active,
aws-aws-codedeploy,AWS,11. Developer Tools & DevOps,Continuous deployment,AWS CodeDeploy,AWS CodeDeploy,https://docs.aws.amazon.com/aws-codedeploy/,active,
google-cloud-cloud-deploy,Google Cloud,11. Developer Tools & DevOps,Continuous deployment,Cloud Deploy,Cloud Deploy,https://cloud.google.com/cloud-deploy/docs,active,
azure-deployment-center,Azure,11. Developer Tools & DevOps,Continuous deployment,Deployment Center,Deployment Center,https://learn.microsoft.com/en-us/azure/deployment-center/,active,
aws-cloud9,AWS,11. Developer Tools & DevOps,Cloud-based IDE,Cloud9 (maintenance mode for existing users),Cloud9 (maintenance mode for existing users),https://docs.aws.amazon.com/cloud9/,maintenance,
google-cloud-cloud-shell-editor,Google Cloud,11. Developer Tools & DevOps,Cloud-based IDE,Cloud Shell Editor,Cloud Shell Editor,https://cloud.google.com/cloud-shell-editor/docs,active,
google-cloud-cloud-workstations,Google Cloud,11. Developer Tools & DevOps,Cloud-based IDE,Cloud Workstations,Cloud Workstations,https://cloud.google.com/cloud-workstations/docs,active,
azure-visual-studio-code-for-web,Azure,11. Developer Tools & DevOps,Cloud-based IDE,Visual Studio Code for Web,Visual Studio Code for Web,https://learn.microsoft.com/en-us/azure/visual-studio-code-for-web/,active,
azure-github-codespaces,Azure,11. Developer Tools & DevOps,Cloud-based IDE,GitHub Codespaces,GitHub Codespaces,https://learn.microsoft.com/en-us/azure/github-codespaces/,active,
aws-amazon-kiro,AWS,11. Developer Tools & DevOps,Agentic / spec-driven IDE,Amazon Kiro,Amazon Kiro,https://docs.aws.amazon.com/amazon-kiro/,active,
google-cloud-project-antigravity,Google Cloud,11. Developer Tools & DevOps,Agentic / spec-driven IDE,Project Antigravity,Project Antigravity,https://cloud.google.com/project-antigravity/docs,active,
google-cloud-gemini-code-assist,Google Cloud,11. Developer Tools & DevOps,Agentic / spec-driven IDE,Gemini Code Assist,Gemini Code Assist,https://cloud.google.com/gemini-code-assist/docs,active,
azure-github-copilot-workspace,Azure,11. Developer Tools & DevOps,Agentic / spec-driven IDE,GitHub Copilot Workspace,GitHub Copilot Workspace,https://learn.microsoft.com/en-us/azure/github-copilot-workspace/,active,
azure-agent-mode,Azure,11. Developer Tools & DevOps,Agentic / spec-driven IDE,Agent Mode,Agent Mode,https://learn.microsoft.com/en-us/azure/agent-mode/,active,
aws-aws-cli,AWS,11. Developer Tools & DevOps,Command-line & SDK interfaces,AWS CLI,AWS CLI,https://docs.aws.amazon.com/aws-cli/,active,
aws-aws-sdks,AWS,11. Developer Tools & DevOps,Command-line & SDK interfaces,AWS SDKs,AWS SDKs,https://docs.aws.amazon.com/aws-sdks/,active,
google-cloud-gcloud-cli,Google Cloud,11. Developer Tools & DevOps,Command-line & SDK interfaces,gcloud CLI,gcloud CLI,https://cloud.google.com/gcloud-cli/docs,active,
google-cloud-cloud-client-libraries,Google Cloud,11. Developer Tools & DevOps,Command-line & SDK interfaces,Cloud Client Libraries,Cloud Client Libraries,https://cloud.google.com/cloud-client-libraries/docs,active,
azure-azure-cli,Azure,11. Developer Tools & DevOps,Command-line & SDK interfaces,Azure CLI,Azure CLI,https://learn.microsoft.com/en-us/azure/azure-cli/,active,
azure-azure-sdks,Azure,11. Developer Tools & DevOps,Command-line & SDK interfaces,Azure SDKs,Azure SDKs,https://learn.microsoft.com/en-us/azure/azure-sdks/,active,
azure-azure-powershell,Azure,11. Developer Tools & DevOps,Command-line & SDK interfaces,Azure PowerShell,Azure PowerShell,https://learn.microsoft.com/en-us/azure/azure-powershell/,active,
aws-cloudformation-change-sets,AWS,11. Developer Tools & DevOps,Infrastructure preview & planning,CloudFormation Change Sets,CloudFormation Change Sets,https://docs.aws.amazon.com/cloudformation-change-sets/,active,
google-cloud-infra-manager-preview,Google Cloud,11. Developer Tools & DevOps,Infrastructure preview & planning,Infra Manager Preview,Infra Manager Preview,https://cloud.google.com/infra-manager-preview/docs,preview,
azure-bicep-what-if,Azure,11. Developer Tools & DevOps,Infrastructure preview & planning,Bicep What-If,Bicep What-If,https://learn.microsoft.com/en-us/azure/bicep-what-if/,active,
aws-aws-snowball,AWS,12. Migration & Transfer,Physical data transfer appliance,AWS Snowball,AWS Snowball,https://docs.aws.amazon.com/aws-snowball/,active,
aws-aws-snowcone,AWS,12. Migration & Transfer,Physical data transfer appliance,AWS Snowcone,AWS Snowcone,https://docs.aws.amazon.com/aws-snowcone/,active,
google-cloud-transfer-appliance,Google Cloud,12. Migration & Transfer,Physical data transfer appliance,Transfer Appliance,Transfer Appliance,https://cloud.google.com/transfer-appliance/docs,active,
azure-azure-data-box,Azure,12. Migration & Transfer,Physical data transfer appliance,Azure Data Box,Azure Data Box,https://learn.microsoft.com/en-us/azure/azure-data-box/,active,
aws-aws-datasync,AWS,12. Migration & Transfer,Online data transfer & sync,AWS DataSync,AWS DataSync,https://docs.aws.amazon.com/aws-datasync/,active,
google-cloud-storage-transfer-service,Google Cloud,12. Migration & Transfer,Online data transfer & sync,Storage Transfer Service,Storage Transfer Service,https://cloud.google.com/storage-transfer-service/docs,active,
azure-azure-storage-mover,Azure,12. Migration & Transfer,Online data transfer & sync,Azure Storage Mover,Azure Storage Mover,https://learn.microsoft.com/en-us/azure/azure-storage-mover/,active,
azure-azcopy,Azure,12. Migration & Transfer,Online data transfer & sync,AzCopy,AzCopy,https://learn.microsoft.com/en-us/azure/azcopy/,active,
aws-aws-application-migration-service,AWS,12. Migration & Transfer,Server & virtual machine migration,AWS Application Migration Service (MGN),AWS Application Migration Service (MGN),https://docs.aws.amazon.com/aws-application-migration-service/,active,
google-cloud-migrate-to-virtual-machines,Google Cloud,12. Migration & Transfer,Server & virtual machine migration,Migrate to Virtual Machines,Migrate to Virtual Machines,https://cloud.google.com/migrate-to-virtual-machines/docs,active,
azure-azure-migrate,Azure,12. Migration & Transfer,Server & virtual machine migration,Azure Migrate,Azure Migrate,https://learn.microsoft.com/en-us/azure/azure-migrate/,active,
aws-aws-mainframe-modernization,AWS,12. Migration & Transfer,Mainframe modernization,AWS Mainframe Modernization,AWS Mainframe Modernization,https://docs.aws.amazon.com/aws-mainframe-modernization/,active,
google-cloud-dual-run,Google Cloud,12. Migration & Transfer,Mainframe modernization,Dual Run,Dual Run,https://cloud.google.com/dual-run/docs,active,
google-cloud-mainframe-modernization,Google Cloud,12. Migration & Transfer,Mainframe modernization,Mainframe Modernization,Mainframe Modernization,https://cloud.google.com/mainframe-modernization/docs,active,
azure-azure-mainframe-migration,Azure,12. Migration & Transfer,Mainframe modernization,Azure Mainframe Migration,Azure Mainframe Migration,https://learn.microsoft.com/en-us/azure/azure-mainframe-migration/,active,
aws-aws-iot-core,AWS,13. Internet of Things (IoT),IoT device connectivity & gateway,AWS IoT Core,AWS IoT Core,https://docs.aws.amazon.com/aws-iot-core/,active,
google-cloud-partner-based-integration,Google Cloud,13. Internet of Things (IoT),IoT device connectivity & gateway,Partner-based integration (Cloud IoT Core retired),Partner-based integration (Cloud IoT Core retired),https://cloud.google.com/partner-based-integration/docs,retired,
azure-azure-iot-hub,Azure,13. Internet of Things (IoT),IoT device connectivity & gateway,Azure IoT Hub,Azure IoT Hub,https://learn.microsoft.com/en-us/azure/azure-iot-hub/,active,
aws-aws-iot-greengrass,AWS,13. Internet of Things (IoT),Edge compute runtime,AWS IoT Greengrass,AWS IoT Greengrass,https://docs.aws.amazon.com/aws-iot-greengrass/,active,
google-cloud-google-distributed-cloud-edge,Google Cloud,13. Internet of Things (IoT),Edge compute runtime,Google Distributed Cloud Edge,Google Distributed Cloud Edge,https://cloud.google.com/google-distributed-cloud-edge/docs,active,
azure-azure-iot-edge,Azure,13. Internet of Things (IoT),Edge compute runtime,Azure IoT Edge,Azure IoT Edge,https://learn.microsoft.com/en-us/azure/azure-iot-edge/,active,
aws-aws-iot-sitewise,AWS,13. Internet of Things (IoT),IoT analytics & digital twins,AWS IoT SiteWise,AWS IoT SiteWise,https://docs.aws.amazon.com/aws-iot-sitewise/,active,
aws-aws-iot-twinmaker,AWS,13. Internet of Things (IoT),IoT analytics & digital twins,AWS IoT TwinMaker,AWS IoT TwinMaker,https://docs.aws.amazon.com/aws-iot-twinmaker/,active,
google-cloud-bigquery-iot-streaming-pipelines,Google Cloud,13. Internet of Things (IoT),IoT analytics & digital twins,BigQuery IoT Streaming pipelines,BigQuery IoT Streaming pipelines,https://cloud.google.com/bigquery-iot-streaming-pipelines/docs,active,
azure-azure-digital-twins,Azure,13. Internet of Things (IoT),IoT analytics & digital twins,Azure Digital Twins,Azure Digital Twins,https://learn.microsoft.com/en-us/azure/azure-digital-twins/,active,
azure-azure-data-explorer,Azure,13. Internet of Things (IoT),IoT analytics & digital twins,Azure Data Explorer,Azure Data Explorer,https://learn.microsoft.com/en-us/azure/azure-data-explorer/,active,
aws-aws-elemental-mediaconvert,AWS,14. Media & Content Services,Video transcoding & encoding,AWS Elemental MediaConvert,AWS Elemental MediaConvert,https://docs.aws.amazon.com/aws-elemental-mediaconvert/,active,
google-cloud-transcoder-api,Google Cloud,14. Media & Content Services,Video transcoding & encoding,Transcoder API,Transcoder API,https://cloud.google.com/transcoder-api/docs,active,
azure-partner-solutions,Azure,14. Media & Content Services,Video transcoding & encoding,Partner solutions (Azure Media Services retired),Partner solutions (Azure Media Services retired),https://learn.microsoft.com/en-us/azure/partner-solutions/,retired,
aws-aws-elemental-medialive,AWS,14. Media & Content Services,Live streaming,AWS Elemental MediaLive,AWS Elemental MediaLive,https://docs.aws.amazon.com/aws-elemental-medialive/,active,
aws-amazon-ivs,AWS,14. Media & Content Services,Live streaming,Amazon IVS,Amazon IVS,https://docs.aws.amazon.com/amazon-ivs/,active,
google-cloud-live-stream-api,Google Cloud,14. Media & Content Services,Live streaming,Live Stream API,Live Stream API,https://cloud.google.com/live-stream-api/docs,active,
azure-partner-solutions,Azure,14. Media & Content Services,Live streaming,Partner solutions,Partner solutions,https://learn.microsoft.com/en-us/azure/partner-solutions/,active,
azure-microsoft-teams,Azure,14. Media & Content Services,Live streaming,Microsoft Teams,Microsoft Teams,https://learn.microsoft.com/en-us/azure/microsoft-teams/,active,
aws-aws-elemental-mediapackage,AWS,14. Media & Content Services,Video-on-demand packaging,AWS Elemental MediaPackage,AWS Elemental MediaPackage,https://docs.aws.amazon.com/aws-elemental-mediapackage/,active,
google-cloud-video-stitcher-api,Google Cloud,14. Media & Content Services,Video-on-demand packaging,Video Stitcher API,Video Stitcher API,https://cloud.google.com/video-stitcher-api/docs,active,
azure-cdn-streaming,Azure,14. Media & Content Services,Video-on-demand packaging,CDN streaming,CDN streaming,https://learn.microsoft.com/en-us/azure/cdn-streaming/,active,
aws-amazon-managed-blockchain,AWS,15. Blockchain & Quantum Computing,Managed ledger / blockchain nodes,Amazon Managed Blockchain,Amazon Managed Blockchain,https://docs.aws.amazon.com/amazon-managed-blockchain/,active,
google-cloud-blockchain-node-engine,Google Cloud,15. Blockchain & Quantum Computing,Managed ledger / blockchain nodes,Blockchain Node Engine,Blockchain Node Engine,https://cloud.google.com/blockchain-node-engine/docs,active,
azure-azure-confidential-ledger,Azure,15. Blockchain & Quantum Computing,Managed ledger / blockchain nodes,Azure Confidential Ledger,Azure Confidential Ledger,https://learn.microsoft.com/en-us/azure/azure-confidential-ledger/,active,
aws-amazon-braket,AWS,15. Blockchain & Quantum Computing,Quantum computing access,Amazon Braket,Amazon Braket,https://docs.aws.amazon.com/amazon-braket/,active,
google-cloud-quantum-ai,Google Cloud,15. Blockchain & Quantum Computing,Quantum computing access,Quantum AI (Cirq ecosystem),Quantum AI (Cirq ecosystem),https://cloud.google.com/quantum-ai/docs,active,
azure-azure-quantum,Azure,15. Blockchain & Quantum Computing,Quantum computing access,Azure Quantum,Azure Quantum,https://learn.microsoft.com/en-us/azure/azure-quantum/,active,
aws-basic-support,AWS,"16. Cost Management, Support & Marketplace",Free support tier,Basic Support,Basic Support,https://docs.aws.amazon.com/basic-support/,active,
google-cloud-basic-support,Google Cloud,"16. Cost Management, Support & Marketplace",Free support tier,Basic Support,Basic Support,https://cloud.google.com/basic-support/docs,active,
azure-basic-support,Azure,"16. Cost Management, Support & Marketplace",Free support tier,Basic Support,Basic Support,https://learn.microsoft.com/en-us/azure/basic-support/,active,
aws-business-support,AWS,"16. Cost Management, Support & Marketplace",Standard / developer paid support,Business Support+ (AI-assisted),Business Support+ (AI-assisted),https://docs.aws.amazon.com/business-support/,active,
google-cloud-standard-support,Google Cloud,"16. Cost Management, Support & Marketplace",Standard / developer paid support,Standard Support,Standard Support,https://cloud.google.com/standard-support/docs,active,
azure-developer-support,Azure,"16. Cost Management, Support & Marketplace",Standard / developer paid support,Developer Support,Developer Support,https://learn.microsoft.com/en-us/azure/developer-support/,active,
aws-business-support,AWS,"16. Cost Management, Support & Marketplace",Production / enhanced paid support,Business Support+,Business Support+,https://docs.aws.amazon.com/business-support/,active,
google-cloud-enhanced-support,Google Cloud,"16. Cost Management, Support & Marketplace",Production / enhanced paid support,Enhanced Support,Enhanced Support,https://cloud.google.com/enhanced-support/docs,active,
azure-standard-support,Azure,"16. Cost Management, Support & Marketplace",Production / enhanced paid support,Standard Support,Standard Support,https://learn.microsoft.com/en-us/azure/standard-support/,active,
azure-professional-direct,Azure,"16. Cost Management, Support & Marketplace",Production / enhanced paid support,Professional Direct,Professional Direct,https://learn.microsoft.com/en-us/azure/professional-direct/,active,
aws-enterprise-support,AWS,"16. Cost Management, Support & Marketplace",Enterprise support,Enterprise Support,Enterprise Support,https://docs.aws.amazon.com/enterprise-support/,active,
aws-unified-operations,AWS,"16. Cost Management, Support & Marketplace",Enterprise support,Unified Operations,Unified Operations,https://docs.aws.amazon.com/unified-operations/,active,
google-cloud-premium-support,Google Cloud,"16. Cost Management, Support & Marketplace",Enterprise support,Premium Support,Premium Support,https://cloud.google.com/premium-support/docs,active,
azure-unified-support,Azure,"16. Cost Management, Support & Marketplace",Enterprise support,Unified Support,Unified Support,https://learn.microsoft.com/en-us/azure/unified-support/,active,
aws-aws-marketplace,AWS,"16. Cost Management, Support & Marketplace",Commercial software marketplace,AWS Marketplace,AWS Marketplace,https://docs.aws.amazon.com/aws-marketplace/,active,
google-cloud-google-cloud-marketplace,Google Cloud,"16. Cost Management, Support & Marketplace",Commercial software marketplace,Google Cloud Marketplace,Google Cloud Marketplace,https://cloud.google.com/google-cloud-marketplace/docs,active,
azure-azure-marketplace,Azure,"16. Cost Management, Support & Marketplace",Commercial software marketplace,Azure Marketplace,Azure Marketplace,https://learn.microsoft.com/en-us/azure/azure-marketplace/,active,
